Algorithm,Mean RMSD
AlphaFold2,2.442791372537613
AlphaFold3,3.5922280152638755
ESM3-Large,2.611357219517231
ESM3-Open,16.159908413887024
ESMFold,6.541085198521614
Ember3D,26.267638325691223
