Algorithm,Mean RMSD
AlphaFold2,0.9483347762221646
AlphaFold3,0.5628152375153055
ESM3-Large,0.9055251721898263
ESM3-Open,2.0800797309908265
ESMFold,0.7125863242029358
Ember3D,2.4044483126828897
