Algorithm,Mean RMSD
AlphaFold2,1.1803385756517712
AlphaFold3,0.7913129162497636
ESM3-Large,1.225500333204604
ESM3-Open,3.095019248493931
ESMFold,0.9574844361397258
Ember3D,2.75943124294281
