Algorithm,Mean RMSD
AlphaFold2,1.9255779361724854
AlphaFold3,1.711578217419711
ESM3-Large,1.849531798362732
ESM3-Open,3.2809815263748168
ESMFold,1.8674420022964477
Ember3D,11.382996749877929
